"","X","Index","Month","YearValue","num_obs","num_weighted_obs","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"171",171,0,181,1997.627032,452096,335114.91,"0","181","1997.6270320","452096","335114.91","-16.24","100.06","-14.66","-15.10","100.10","-13.53","-15.78","-16.90"
"172",172,0,182,1997.654198,445255,330564.69,"0","182","1997.6541980","445255","330564.69","-14.14","102.97","-13.11","-13.00","103.05","-11.97","-15.27","-16.40"
"173",173,0,183,1997.681365,441541,328317.41,"0","183","1997.6813650","441541","328317.41","-11.73","106.93","-11.77","-10.58","107.01","-10.62","-14.81","-15.95"
"174",174,0,184,1997.708531,446590,331941.5,"0","184","1997.7085310","446590","331941.50","-7.58","108.64","-10.73","-6.44","108.71","-9.58","-14.45","-15.59"
"175",175,0,185,1997.735697,442072,328539.19,"0","185","1997.7356970","442072","328539.19","-8.31","110.08","-10.12","-7.16","110.16","-8.97","-14.27","-15.41"
"176",176,999,186,1997.762863,381734,284490.69,"999","186","1997.7628630","381734","284490.69","-9.29","113.60","-10.27","-8.13","113.68","-9.11","-14.57","-15.73"
"177",177,0,187,1997.790029,451963,333261,"0","187","1997.7900290","451963","333261.00","-11.91","113.75","-10.26","-10.74","113.83","-9.10","-14.46","-15.62"
"178",178,0,188,1997.817195,453914,333423.41,"0","188","1997.8171950","453914","333423.41","-10.01","113.60","-10.79","-8.84","113.70","-9.62","-14.64","-15.81"
"179",179,0,189,1997.844362,454269,333143.5,"0","189","1997.8443620","454269","333143.50","-7.42","116.64","-11.65","-6.24","116.71","-10.47","-14.95","-16.13"
"180",180,0,190,1997.871528,454188,332651.81,"0","190","1997.8715280","454188","332651.81","-13.07","118.89","-13.04","-11.88","118.95","-11.85","-15.64","-16.83"
"181",181,0,191,1997.898694,449767,328064,"0","191","1997.8986940","449767","328064.00","-15.15","116.76","-14.30","-13.96","116.80","-13.11","-16.12","-17.32"
"182",182,0,192,1997.92586,458664,333089.5,"0","192","1997.9258600","458664","333089.50","-15.73","118.71","-15.45","-14.54","118.75","-14.25","-16.45","-17.66"
"183",183,0,193,1997.953026,452402,327100.31,"0","193","1997.9530260","452402","327100.31","-19.99","118.44","-16.67","-18.79","118.48","-15.47","-16.88","-18.09"
"184",184,0,194,1997.980192,466556,336535.31,"0","194","1997.9801920","466556","336535.31","-17.01","114.48","-17.27","-15.80","114.50","-16.06","-16.75","-17.98"
"185",185,0,195,1998.007358,458911,332580.19,"0","195","1998.0073580","458911","332580.19","-18.14","111.58","-17.62","-16.93","111.59","-16.40","-16.47","-17.70"
"186",186,0,196,1998.034525,451082,325782.41,"0","196","1998.0345250","451082","325782.41","-16.10","106.13","-17.97","-14.88","106.14","-16.75","-16.29","-17.53"
"187",187,999,197,1998.061691,388742,282103.09,"999","197","1998.0616910","388742","282103.09","-17.56","109.58","-18.51","-16.35","109.56","-17.28","-16.40","-17.65"
"188",188,0,198,1998.088857,459715,330816.31,"0","198","1998.0888570","459715","330816.31","-20.05","108.15","-19.15","-18.82","108.14","-17.91","-16.70","-17.95"
"189",189,0,199,1998.116023,458249,330925.31,"0","199","1998.1160230","458249","330925.31","-19.49","104.78","-19.71","-18.25","104.77","-18.47","-16.99","-18.24"
"190",190,0,200,1998.143189,463248,334861.09,"0","200","1998.1431890","463248","334861.09","-19.32","103.44","-20.15","-18.07","103.42","-18.90","-17.17","-18.43"
"191",191,0,201,1998.170355,461633,334340.41,"0","201","1998.1703550","461633","334340.41","-22.04","102.33","-20.49","-20.77","102.32","-19.23","-17.26","-18.53"
"192",192,0,202,1998.197521,460413,333307.59,"0","202","1998.1975210","460413","333307.59","-19.85","100.82","-20.71","-18.58","100.80","-19.45","-17.21","-18.48"
"193",193,0,203,1998.224688,459266,331820.81,"0","203","1998.2246880","459266","331820.81","-21.10","101.18","-20.92","-19.82","101.13","-19.65","-17.11","-18.38"
"194",194,0,204,1998.251854,452555,326304.19,"0","204","1998.2518540","452555","326304.19","-22.81","99.15","-21.06","-21.54","99.13","-19.78","-16.89","-18.17"
"195",195,0,205,1998.27902,454214,328163.69,"0","205","1998.2790200","454214","328163.69","-19.82","99.12","-21.21","-18.55","99.08","-19.93","-16.67","-17.95"
"196",196,0,206,1998.306186,455012,329108.5,"0","206","1998.3061860","455012","329108.50","-20.33","99.45","-21.58","-19.04","99.39","-20.30","-16.67","-17.95"
"197",197,0,207,1998.333352,457068,330226.09,"0","207","1998.3333520","457068","330226.09","-20.93","100.13","-22.37","-19.65","100.09","-21.09","-17.13","-18.41"
"198",198,0,208,1998.360518,456406,330322.5,"0","208","1998.3605180","456406","330322.50","-24.12","96.92","-23.68","-22.84","96.90","-22.39","-18.18","-19.47"
"199",199,999,209,1998.387685,389573,285629.09,"999","209","1998.3876850","389573","285629.09","-27.47","99.03","-24.85","-26.16","98.99","-23.55","-19.22","-20.52"
"200",200,0,210,1998.414851,430568,310558,"0","210","1998.4148510","430568","310558.00","-29.91","98.45","-26.14","-28.61","98.39","-24.83","-20.55","-21.86"
"201",201,0,211,1998.442017,449182,325887.59,"0","211","1998.4420170","449182","325887.59","-28.21","98.61","-26.26","-26.88","98.55","-24.94","-20.91","-22.22"
"202",202,0,212,1998.469183,459069,334103.91,"0","212","1998.4691830","459069","334103.91","-26.31","96.37","-25.79","-24.97","96.36","-24.46","-20.89","-22.22"
"203",203,0,213,1998.496349,456393,333022.81,"0","213","1998.4963490","456393","333022.81","-22.02","95.10","-25.16","-20.68","95.09","-23.83","-20.94","-22.27"
"204",204,0,214,1998.523515,457677,334578.09,"0","214","1998.5235150","457677","334578.09","-23.49","92.57","-24.59","-22.14","92.59","-23.24","-21.23","-22.57"
"205",205,0,215,1998.550681,452209,331874.69,"0","215","1998.5506810","452209","331874.69","-26.67","92.12","-23.90","-25.32","92.16","-22.55","-21.57","-22.91"
"206",206,999,216,1998.577848,343323,257316.7,"999","216","1998.5778480","343323","257316.70","-25.93","98.00","-23.19","-24.59","98.04","-21.83","-21.98","-23.34"
"207",207,0,217,1998.605014,447699,331030.19,"0","217","1998.6050140","447699","331030.19","-22.28","90.79","-22.18","-20.91","90.79","-20.81","-22.13","-23.49"
"208",208,0,218,1998.63218,445154,329914.31,"0","218","1998.6321800","445154","329914.31","-22.05","90.98","-21.26","-20.68","91.02","-19.88","-22.34","-23.71"
"209",209,0,219,1998.659346,440851,327353.69,"0","219","1998.6593460","440851","327353.69","-19.03","92.52","-20.60","-17.64","92.58","-19.21","-22.69","-24.07"
"210",210,0,220,1998.686512,438634,326753.69,"0","220","1998.6865120","438634","326753.69","-18.74","91.24","-20.24","-17.36","91.31","-18.86","-23.20","-24.57"
"211",211,0,221,1998.713678,445255,330824.91,"0","221","1998.7136780","445255","330824.91","-20.46","90.55","-20.12","-19.07","90.61","-18.73","-23.70","-25.08"
"212",212,0,222,1998.740845,441334,327945.19,"0","222","1998.7408450","441334","327945.19","-20.78","88.88","-20.17","-19.38","88.92","-18.78","-24.13","-25.51"
"213",213,0,223,1998.768011,442481,328746.31,"0","223","1998.7680110","442481","328746.31","-20.53","92.10","-20.18","-19.12","92.14","-18.78","-24.24","-25.64"
"214",214,999,224,1998.795177,426649,319447.19,"999","224","1998.7951770","426649","319447.19","-19.15","96.14","-20.39","-17.73","96.19","-18.99","-24.30","-25.70"
"215",215,0,225,1998.822343,446630,330518.69,"0","225","1998.8223430","446630","330518.69","-17.43","90.23","-20.91","-16.02","90.31","-19.49","-24.42","-25.84"
"216",216,0,226,1998.849509,449890,331556.69,"0","226","1998.8495090","449890","331556.69","-21.35","88.83","-21.63","-19.93","88.88","-20.21","-24.57","-25.99"
"217",217,0,227,1998.876675,438594,321901.69,"0","227","1998.8766750","438594","321901.69","-23.72","89.69","-22.22","-22.30","89.68","-20.79","-24.44","-25.87"
"218",218,0,228,1998.903841,445637,326287.31,"0","228","1998.9038410","445637","326287.31","-26.72","88.50","-22.75","-25.29","88.49","-21.32","-24.18","-25.61"
"219",219,0,229,1998.931008,455976,332162,"0","229","1998.9310080","455976","332162.00","-19.43","86.38","-22.99","-17.99","86.36","-21.56","-23.61","-25.05"
"220",220,0,230,1998.958174,455961,331517.59,"0","230","1998.9581740","455961","331517.59","-23.50","84.10","-23.18","-22.06","84.11","-21.74","-23.01","-24.46"
"221",221,0,231,1998.98534,457482,331526.19,"0","231","1998.9853400","457482","331526.19","-22.68","84.95","-23.40","-21.24","84.97","-21.95","-22.52","-23.98"
"222",222,0,232,1999.012506,462063,333342,"0","232","1999.0125060","462063","333342.00","-25.20","85.30","-23.65","-23.74","85.29","-22.19","-22.15","-23.62"
"223",223,0,233,1999.039672,461713,333694.09,"0","233","1999.0396720","461713","333694.09","-23.91","82.91","-23.74","-22.45","82.86","-22.28","-21.74","-23.21"
"224",224,999,234,1999.066838,451197,327445.19,"999","234","1999.0668380","451197","327445.19","-26.10","88.27","-23.55","-24.63","88.21","-22.08","-21.13","-22.62"
"225",225,0,235,1999.094005,459510,332108.69,"0","235","1999.0940050","459510","332108.69","-26.57","87.15","-23.21","-25.09","87.09","-21.72","-20.45","-21.95"
"226",226,0,236,1999.121171,343511,248003.91,"0","236","1999.1211710","343511","248003.91","-17.89","87.37","-23.20","-16.38","87.28","-21.71","-20.18","-21.68"
"227",227,0,237,1999.148337,466751,337769.31,"0","237","1999.1483370","466751","337769.31","-22.72","85.48","-23.14","-21.22","85.41","-21.63","-19.86","-21.37"
"228",228,0,238,1999.175503,470085,339472.19,"0","238","1999.1755030","470085","339472.19","-23.99","86.47","-23.48","-22.48","86.35","-21.97","-19.95","-21.47"
"229",229,0,239,1999.202669,470112,339095.41,"0","239","1999.2026690","470112","339095.41","-25.80","88.01","-23.83","-24.29","87.90","-22.32","-20.03","-21.54"
"230",230,0,240,1999.229835,467672,338643,"0","240","1999.2298350","467672","338643.00","-24.27","91.18","-24.06","-22.75","91.00","-22.55","-19.94","-21.46"
"231",231,0,241,1999.257001,471770,340387.19,"0","241","1999.2570010","471770","340387.19","-23.16","91.13","-24.30","-21.64","90.95","-22.78","-19.82","-21.34"
"232",232,0,242,1999.284168,469775,338824.69,"0","242","1999.2841680","469775","338824.69","-23.86","91.54","-24.68","-22.34","91.40","-23.15","-19.82","-21.35"
"233",233,999,243,1999.311334,415885,304671.91,"999","243","1999.3113340","415885","304671.91","-26.38","94.94","-25.32","-24.83","94.82","-23.79","-20.10","-21.62"
"234",234,0,244,1999.3385,465686,336336.69,"0","244","1999.3385000","465686","336336.69","-26.48","89.20","-26.03","-24.94","89.12","-24.48","-20.47","-22.01"
"235",235,0,245,1999.365666,468649,339255.19,"0","245","1999.3656660","468649","339255.19","-26.50","87.61","-26.51","-24.95","87.55","-24.96","-20.72","-22.27"
"236",236,0,246,1999.392832,468008,339661.69,"0","246","1999.3928320","468008","339661.69","-28.51","86.68","-26.65","-26.95","86.62","-25.09","-20.76","-22.31"
"237",237,0,247,1999.419998,467982,339962.5,"0","247","1999.4199980","467982","339962.50","-26.09","85.33","-26.46","-24.53","85.26","-24.90","-20.65","-22.21"
"238",238,0,248,1999.447164,467340,339629.69,"0","248","1999.4471640","467340","339629.69","-27.20","84.43","-25.98","-25.63","84.37","-24.41","-20.45","-22.01"
"239",239,0,249,1999.474331,466850,340600.09,"0","249","1999.4743310","466850","340600.09","-25.39","81.46","-25.13","-23.81","81.41","-23.55","-20.09","-21.67"
"240",240,0,250,1999.501497,459322,337056.5,"0","250","1999.5014970","459322","337056.50","-24.26","82.47","-24.37","-22.67","82.47","-22.78","-20.04","-21.63"
"241",241,0,251,1999.528663,457812,336257,"0","251","1999.5286630","457812","336257.00","-23.53","82.37","-23.32","-21.94","82.38","-21.72","-19.89","-21.49"
"242",242,0,252,1999.555829,451879,332012.81,"0","252","1999.5558290","451879","332012.81","-23.43","82.48","-22.14","-21.83","82.47","-20.54","-19.77","-21.36"
"243",243,0,253,1999.582995,456938,337765.31,"0","253","1999.5829950","456938","337765.31","-19.66","83.68","-20.84","-18.05","83.70","-19.24","-19.61","-21.21"
"244",244,0,254,1999.610161,449065,333582.91,"0","254","1999.6101610","449065","333582.91","-20.48","83.85","-19.40","-18.86","83.90","-17.79","-19.33","-20.93"
"245",245,0,255,1999.637328,450470,334605.91,"0","255","1999.6373280","450470","334605.91","-15.32","84.23","-17.76","-13.71","84.28","-16.14","-18.80","-20.41"
"246",246,999,256,1999.664494,203199,152310.5,"999","256","1999.6644940","203199","152310.50","-16.05","90.31","-15.96","-14.41","90.39","-14.33","-17.99","-19.61"
"247",247,0,257,1999.69166,452605,336330.09,"0","257","1999.6916600","452605","336330.09","-16.18","86.38","-14.24","-14.54","86.44","-12.61","-17.09","-18.71"
"248",248,0,258,1999.718826,450942,334512.5,"0","258","1999.7188260","450942","334512.50","-11.89","86.34","-12.88","-10.25","86.40","-11.23","-16.29","-17.94"
"249",249,0,259,1999.745992,446529,331632.31,"0","259","1999.7459920","446529","331632.31","-12.29","87.92","-12.31","-10.65","87.98","-10.66","-16.05","-17.70"
"250",250,0,260,1999.773158,448994,333419.09,"0","260","1999.7731580","448994","333419.09","-8.04","86.97","-11.67","-6.38","87.01","-10.02","-15.47","-17.12"
"251",251,0,261,1999.800324,451627,335045.09,"0","261","1999.8003240","451627","335045.09","-10.12","87.33","-11.89","-8.46","87.36","-10.23","-15.49","-17.14"
"252",252,0,262,1999.827491,458096,338096.69,"0","262","1999.8274910","458096","338096.69","-13.14","87.61","-12.47","-11.48","87.67","-10.81","-15.64","-17.30"
"253",253,0,263,1999.854657,459666,337916.91,"0","263","1999.8546570","459666","337916.91","-16.03","88.69","-13.06","-14.36","88.78","-11.39","-15.62","-17.29"
"254",254,0,264,1999.881823,449493,328855.09,"0","264","1999.8818230","449493","328855.09","-13.27","87.10","-13.46","-11.58","87.16","-11.78","-15.28","-16.96"
"255",255,0,265,1999.908989,416530,304102,"0","265","1999.9089890","416530","304102.00","-13.61","85.04","-13.64","-11.93","85.07","-11.96","-14.66","-16.35"
"256",256,999,266,1999.936155,419813,308584,"999","266","1999.9361550","419813","308584.00","-14.55","86.93","-13.78","-12.88","86.96","-12.09","-13.99","-15.69"
"257",257,0,267,1999.963321,467809,340010.59,"0","267","1999.9633210","467809","340010.59","-12.11","83.77","-14.06","-10.41","83.78","-12.37","-13.50","-15.20"
"258",258,0,268,1999.990488,466998,339403.31,"0","268","1999.9904880","466998","339403.31","-14.45","83.61","-14.46","-12.76","83.63","-12.76","-13.20","-14.92"
"259",259,0,269,2000.017605,465078,337787.19,"0","269","2000.0176050","465078","337787.19","-16.65","82.50","-14.90","-14.95","82.51","-13.19","-13.05","-14.77"
"260",260,0,270,2000.044697,473313,341967.19,"0","270","2000.0446970","473313","341967.19","-14.95","84.10","-15.37","-13.24","84.10","-13.66","-13.03","-14.76"
"261",261,0,271,2000.071789,468515,338760.91,"0","271","2000.0717890","468515","338760.91","-13.55","83.69","-16.03","-11.83","83.65","-14.31","-13.30","-15.03"
"262",262,0,272,2000.098881,465989,337430.91,"0","272","2000.0988810","465989","337430.91","-16.57","84.78","-16.66","-14.85","84.73","-14.93","-13.61","-15.35"
"263",263,0,273,2000.125973,468701,339963,"0","273","2000.1259730","468701","339963.00","-19.40","85.82","-17.38","-17.67","85.77","-15.65","-14.08","-15.81"
"264",264,0,274,2000.153065,469341,339490.5,"0","274","2000.1530650","469341","339490.50","-17.73","87.31","-17.93","-15.98","87.20","-16.19","-14.38","-16.12"
"265",265,0,275,2000.180157,458749,331439.5,"0","275","2000.1801570","458749","331439.50","-19.43","88.14","-18.22","-17.67","88.04","-16.47","-14.41","-16.16"
"266",266,0,276,2000.207249,469132,338911.31,"0","276","2000.2072490","469132","338911.31","-20.35","90.28","-18.35","-18.59","90.13","-16.59","-14.25","-16.01"
"267",267,0,277,2000.234341,469539,338836,"0","277","2000.2343410","469539","338836.00","-13.99","91.14","-18.62","-12.23","91.00","-16.86","-14.20","-15.96"
"268",268,999,278,2000.261433,423542,311199.09,"999","278","2000.2614330","423542","311199.09","-18.10","93.47","-19.30","-16.32","93.36","-17.53","-14.51","-16.28"
"269",269,0,279,2000.288525,468289,338711,"0","279","2000.2885250","468289","338711.00","-20.60","88.18","-20.24","-18.82","88.07","-18.46","-15.07","-16.85"
"270",270,0,280,2000.315617,466085,336560.91,"0","280","2000.3156170","466085","336560.91","-21.51","88.89","-21.02","-19.72","88.78","-19.24","-15.49","-17.27"
"271",271,0,281,2000.342709,468663,338662.31,"0","281","2000.3427090","468663","338662.31","-23.51","88.87","-21.41","-21.72","88.72","-19.61","-15.56","-17.35"
"272",272,0,282,2000.369801,466070,337899.19,"0","282","2000.3698010","466070","337899.19","-21.56","88.55","-21.30","-19.76","88.47","-19.50","-15.24","-17.03"
"273",273,0,283,2000.396892,466699,338212.69,"0","283","2000.3968920","466699","338212.69","-20.93","86.91","-21.26","-19.14","86.95","-19.46","-15.13","-16.92"
"274",274,0,284,2000.423984,463985,337814.09,"0","284","2000.4239840","463985","337814.09","-20.12","85.53","-21.03","-18.31","85.57","-19.22","-15.00","-16.81"
"275",275,0,285,2000.451076,462981,338308.5,"0","285","2000.4510760","462981","338308.50","-20.66","84.32","-20.81","-18.84","84.30","-19.00","-15.10","-16.90"
"276",276,0,286,2000.478168,464028,338425.41,"0","286","2000.4781680","464028","338425.41","-22.61","85.64","-20.47","-20.79","85.63","-18.65","-15.28","-17.10"
"277",277,0,287,2000.50526,462516,338996.19,"0","287","2000.5052600","462516","338996.19","-20.23","84.05","-19.88","-18.41","84.03","-18.06","-15.44","-17.25"
"278",278,0,288,2000.532352,455244,334514.59,"0","288","2000.5323520","455244","334514.59","-17.85","85.18","-18.94","-16.01","85.13","-17.10","-15.41","-17.24"
"279",279,999,289,2000.559444,392728,292470,"999","289","2000.5594440","392728","292470.00","-18.54","86.62","-17.68","-16.67","86.62","-15.84","-15.22","-17.05"
"280",280,0,290,2000.586536,449355,332012.31,"0","290","2000.5865360","449355","332012.31","-17.51","83.15","-16.35","-15.66","83.27","-14.50","-15.03","-16.87"
"281",281,0,291,2000.613628,445580,330644.69,"0","291","2000.6136280","445580","330644.69","-15.12","83.36","-15.10","-13.26","83.45","-13.24","-14.93","-16.78"
"282",282,0,292,2000.64072,453159,336308.19,"0","292","2000.6407200","453159","336308.19","-13.01","85.53","-13.60","-11.15","85.60","-11.73","-14.52","-16.38"
